datetime,device,accx,accy,accz,gyrox,gyroy,gyroz,anglex,angley,anglez,magx,magy,magz
2024-06-18 15:31:45.676759,motor,-0.9976,-0.0063,0.0024,0.0,0.0,0.0,-70.236,89.533,15.408,314,30900,-31632
2024-06-18 15:31:45.776591,motor,-0.9976,-0.0068,0.0029,0.0,0.0,0.0,-70.17,89.533,15.403,310,30900,-31632
2024-06-18 15:31:45.876418,motor,-0.9976,-0.0068,0.0034,0.0,0.0,0.0,-70.098,89.533,15.397,310,30900,-31632
2024-06-18 15:31:45.976571,motor,-0.9976,-0.0078,0.002,0.0,0.0,0.0,-69.983,89.533,15.386,318,30900,-31632
2024-06-18 15:31:46.076038,motor,-0.9971,-0.0073,0.002,0.0,0.0,0.0,-70.104,89.533,15.386,332,30900,-31632
2024-06-18 15:31:46.175896,motor,-0.998,-0.0073,0.0024,0.0,0.0,0.0,-70.362,89.539,15.392,317,30900,-31632
2024-06-18 15:31:46.275581,motor,-0.9976,-0.0068,0.0024,0.0,0.0,0.0,-70.554,89.539,15.397,320,30900,-31632
2024-06-18 15:31:46.375429,motor,-0.9971,-0.0078,0.0024,0.0,0.0,0.0,-70.763,89.539,15.397,303,30900,-31632
2024-06-18 15:31:46.475098,motor,-0.9966,-0.0073,0.002,0.0,0.0,0.0,-70.928,89.539,15.397,320,30900,-31632
2024-06-18 15:31:46.574967,motor,-0.9971,-0.0078,0.0024,0.0,0.0,0.0,-71.06,89.539,15.403,311,30900,-31632
2024-06-18 15:31:46.674737,motor,-0.9966,-0.0078,0.002,0.0,0.0,0.0,-71.175,89.539,15.408,308,30900,-31632
2024-06-18 15:31:46.774525,motor,-0.9971,-0.0073,0.002,0.0,0.0,0.0,-71.373,89.539,15.403,321,30900,-31632
2024-06-18 15:31:46.874365,motor,-0.9976,-0.0073,0.002,0.0,0.0,0.0,-71.581,89.539,15.403,322,30900,-31632
2024-06-18 15:31:46.974154,motor,-0.9971,-0.0083,0.002,0.0,0.0,0.0,-71.757,89.539,15.403,318,30900,-31632
2024-06-18 15:31:47.074110,motor,-0.998,-0.0073,0.0015,0.0,0.0,0.0,-72.01,89.539,15.397,313,30900,-31632
2024-06-18 15:31:47.173760,motor,-0.9971,-0.0073,0.0024,0.0,0.0,0.0,-72.131,89.539,15.397,324,30900,-31632
2024-06-18 15:31:47.276172,motor,-0.9976,-0.0078,0.002,0.0,0.0,0.0,-72.12,89.539,15.397,319,30900,-31632
2024-06-18 15:31:47.373381,motor,-0.9971,-0.0073,0.002,0.0,0.0,0.0,-72.153,89.539,15.397,305,30900,-31632
